ID;Стоимость
178519519;15776006
178529519;6168904
178539519;18236706
178649513;14347980
178649515;15647554
178699517;5563589
178609518;5758078
178789510;17741646
178749511;6385739
178769511;16586275
178779511;15506394
178759512;5480801
178769512;14396720
178769514;5745894
178849511;13235348
178819512;7519887
178879512;8794525
178869513;8659859
178819515;7842646
178849518;6882981
178889519;6748825
178909513;4546748
178919517;3976536
178919518;5868183
178159527;13240097
178239524;9031241
178299524;13350033
178309521;9321954
178329523;11806493
178359523;12581258
178469524;4625245
178409527;5185101
178559520;10078973
178529526;5463545
178709525;12369148
178919520;12052332
170919659;3083495
177439670;4732160
177449672;7991096
178659646;10350965
170399771;5293399
170359778;7226168
170719776;15772246
170719778;11973635
173619704;5567122
177029753;6259317
177109750;5831979
179349780;12940516
179369782;12558105
179319783;5235909
179329783;13190318
179359783;10016733
179399783;7792071
179399786;12974843
179329787;6325267
179429780;7792071
179479781;7869384
179449787;10174896
179479788;6421431
179499788;6421431
179469789;8187432
179539780;6433760
179579780;6433760
179539781;8339692
179509782;4135962
179519782;8368580
179549782;6474791
179599782;10379341
179559783;6472834
179589784;6473527
179599784;8300084
179589786;6471475
179529787;6478705
179579787;8326169
179549788;6469197
179559788;8312146
179579788;8312146
179569789;6521370
179589789;8326474
179689780;8322716
179649783;7457357
179659783;8195651
179759784;8462877
179789784;6738552
179769785;6776541
179789785;7866863
179749786;6799387
179799786;6799387
179769787;8457009
179799787;6837024
179789788;8447472
179769789;6840654
179839780;6826280
179889780;6830601
179819781;7864287
179849781;8421885
179859781;6830601
179819782;6831838
179839782;8432564
179809783;7845845
179819783;7845845
179879783;6826143
179889783;4943313
179899783;4939108
179829784;6854100
179899784;7854662
179819785;8615699
179829785;7854662
179889785;8620743
179899785;6879350
179809786;7860357
179899786;6879788
179849787;7858063
179829788;6898466
179839788;7868258
179899788;7868258
179849789;10745229
179869789;11026157
179929780;11032567
179969781;11337636
179999781;12424879
179909783;12471715
179929785;5227744
179939786;12742012
179909787;6250520
175639832;8214497
175689832;6248963
175649835;4694652
175659836;8691389
175639837;4603234
175659838;4170395
175879831;7700852
175869833;6640822
175889833;5650104
175089984;4398300
178159942;6820931
179489990;7898804
184419014;7551560
184579014;4760934
184569016;15196999
184559017;6362271
184589017;14478610
184529018;3669151
184549018;3652346
186579097;10734055
188539165;7283123
185659208;6186604
185729201;11823739
185789201;7420573
185709202;9824020
185749203;6055603
185759203;6959818
185769203;6551890
185789206;9323010
180959395;3853090
183069373;12697091
180599434;11403407
181339480;18039696
184059487;6095093
184229484;4806748
185469459;9464476
186309416;3102103
186849415;4907525
186949414;8684520
180949572;6473527
184559588;8948815
184719589;6068820
184829580;5435688
186809548;6476744
186139555;7967297
181359639;15122180
181669638;6668878
181019641;5985135
181149648;5986598
181139649;7017995
182849647;6714729
187339648;4950247
189209689;6695921
183899757;5968172
183849758;7522209
183949755;6097219
183049760;12601882
183039764;6201152
183179761;4091491
183159765;5004768
183169765;5674515
183199769;12456280
183229760;6083559
183219767;6230282
183319760;4469319
183319764;15758895
183399765;6252380
183399767;10925423
183319768;8291308
184749766;5671259
185249733;5796561
185269733;6351385
187279766;4176006
187279767;5288177
187209769;3659726
187219769;3908727
187279769;5252506
187319760;5238149
187369760;5353271
187329762;3806679
187379762;5381389
187389762;5361867
187399762;5497588
187379763;6231652
187309764;5528586
187359764;5685631
187399764;4276154
187319765;5537498
187329765;4470806
187319766;4368109
187359766;6294148
187369766;5432958
187399766;6410338
187319767;6303642
187359767;5477787
187369767;5436987
187379767;5685631
187319768;5528586
187329768;5685631
187369768;5528586
187389768;4517613
187309769;4470806
181699828;12455500
181829827;5465707
181329833;12413747
181359839;4030273
181449843;18463083
181589844;4895921
185069891;6063975
185079893;4872861
186489856;7790125
186429857;7773833
186469857;12888109
186419858;12831905
186539850;12848024
186599850;12848024
186559855;7786809
186549856;7793269
186599858;7796576
186649850;7783502
186689851;7806869
186669852;7805634
186699858;7811082
186659859;7809846
186719852;7474942
186719853;7438992
186749855;7467085
186729856;7431136
186789858;7465454
186739859;7431135
186809852;7462775
186879852;7422043
186849858;7425955
186899859;13743791
186939851;7459878
186909852;7419202
186999852;13922564
186959853;13161648
186979854;7473305
186929855;7430927
186999857;7480993
186059861;7454613
186009864;7480243
186089864;7437865
186009868;7491797
186099868;7443044
186139861;7491797
186199861;7443044
186109865;7445163
186109868;7469393
186179868;7420640
186119869;13852172
187139850;7782266
187149852;7474592
187179852;7422524
187159854;5805962
187199855;13584912
187119856;5818420
187109859;5804936
187269852;5870967
187249855;5851756
187219858;5849964
187249859;11793241
187389850;11803970
187399854;12860423
187409854;12856300
187459859;13197494
187709855;7963237
187869853;13446277
189009806;5903765
183129991;7989405
183159999;13302799
183259993;13509387
183219994;13531471
183249995;8007670
183269996;13508463
183299996;13546709
183319992;9222524
183349992;12289995
183369992;13174252
183309993;7780292
183329993;8539827
183339993;8539827
183359994;12938031
183399995;8457766
183379996;11918579
183409993;8550520
183579992;8710497
183509994;11975136
183559998;7315167
183649995;7324937
183639996;7324166
183639997;7340165
183659998;7323417
183669999;7328596
183719991;7327324
183719992;7329443
183719995;7291833
183729996;7301326
183709998;7274424
183729999;9568595
183749999;7331608
183899990;7273511
183849992;7251049
184629913;2750384
186079972;6946282
186039978;6182259
191309110;11767845
191329110;11378940
191369111;4779846
191399111;5463189
191369114;4806748
191389115;15603795
191329118;7110438
191359118;5239929
191379118;7350772
191589110;6126410
191509115;7252024
191549115;6725389
191509116;4934237
191549116;5374080
191519117;6858484
191599117;6868486
191669111;6710889
191659113;6732776
191629118;4879087
191609119;7115670
191849117;5267161
191139128;11262419
191489121;5414216
191439122;6191289
191489125;6238442
191409128;6695130
191449128;4582385
191459128;5448678
191539120;6166596
191589120;5969249
191569121;3844419
191639129;7612661
191779123;12513542
191879123;12729987
191889125;7459316
191819126;6271125
191909126;4425663
191969126;3600820
191909127;4512876
191099133;6832587
191099136;7438912
191039138;5338538
191049138;7701949
191059139;6802611
191189131;5572093
191139132;13895425
191199135;13065988
191179136;6325222
191119137;6470012
191179137;19678001
191209131;15713659
191269134;4561633
194809116;4482040
194069120;5362108
194089123;4763878
194079128;5420731
194299125;4226803
195989156;9451959
199309102;4372413
196019210;5356806
199099301;4339347
199559307;5656851
194979491;4461119
195929422;10034773
195949423;5085967
195929425;8154801
198569427;15303788
192179517;5262037
199839521;6079460
194279667;3596144
195029675;8262973
195149694;5443363
196289762;11229994
194019873;6431382
193899906;3498774
195159967;7715485
195269960;9187810
196879914;5639268
201930158;11233775
207610261;6854603
201920328;9310149
201920329;9519460
201020332;10646205
201040332;4994767
201050332;5068181
201070332;9802852
201000333;10875856
201030333;5453246
201050333;9940754
201090333;11056689
201030334;5120545
201090334;5610911
201000335;4372327
201060335;4548426
201070335;5765216
201080335;6025458
204150150;5415139
204910143;6168034
204710147;10796009
203360106;6561481
203350106;6548529
203310106;6525471
203350105;6548604
203340103;8652670
203300103;8390451
203390102;8855664
203350102;8553506
203330101;8040510
203380100;7882561
203370100;8647159
203260109;8553506
203290108;8040510
203270108;7881780
201060160;11312025
201520133;7946857
209290014;4960618
208510042;4184700
205090027;3192704
205920018;3320390
205700263;7457462
201090335;4562410
201000336;5821579
201010336;6021016
201020336;4549864
201040336;6064923
201050336;4603474
201080337;6525246
201010338;6381106
201020338;6514012
201070338;6340459
201040339;6490919
201060339;6359095
201080339;11253894
201090339;4755114
201140330;4760971
201100331;4657193
201190331;6372159
201170333;10912020
201120334;6302930
201140334;10956879
201170334;6303477
201110335;5058098
201180335;6525542
201120336;5065374
201130336;5396100
201150338;5058098
201180338;5065374
201190338;6510817
201110339;5191777
201120339;6460652
201210330;6327962
201230330;6389097
201250330;9948186
201270331;10400017
201230332;10556923
201270332;11232716
201290332;10701987
201210333;4995782
201270333;5176673
201280333;6389097
201290334;6515388
201290335;11046339
201270336;10163570
201240338;6346631
201200339;6518904
201270339;6350503
201290339;6365785
201340330;6369070
201350330;11571757
201360330;4628144
201360375;10653074
203860338;4285463
203860339;9369868
203900331;6183687
203960335;11120341
203010340;9942069
203130340;3253911
203140341;5661440
203150343;12746178
203130344;5475845
203180346;6466247
205180341;6253773
201610415;4090659
204120408;3076352
202370500;4282088
215860138;8173051
215810136;8008360
215750139;4792678
214720157;6691468
213360195;6011305
214140490;6787052
214230498;14398376
214440496;15358004
214580490;6198432
214560491;11862748
214580491;11725328
214530497;6103529
216610406;6738552
204260766;4887145
204250765;4784155
218920154;6275956
216360238;6496711
210150359;10771010
214930027;6182099
214870026;4259604
214850026;6300667
214820025;6406226
214870024;6088776
214830023;2416937
214820021;5841612
212070775;11302618
214810021;4806748
212160776;11798388
214790029;3180088
212230776;6992811
212230777;3718082
212200778;18161053
212280778;11112229
212620791;2397044
214540028;6815317
214530027;6612874
214520027;6494433
214510027;14298436
214530022;14344948
214580021;6755333
214550021;6712317
214570020;6626840
214560020;6627378
211070008;4538915
215670807;5454356
210250363;6707436
210290366;7569599
210250368;3193833
214900391;5598002
215380304;2363416
212790454;6128092
221260199;3089847
221320191;3668405
221340191;3762134
225140114;8010962
225100118;20505442
225260119;6004971
225330111;4772591
226620319;7686446
226630319;8327719
205600965;3090229
204800938;5653358
209940887;4565417
226920337;7584940
226900339;7216516
226980339;5409527
226020340;6181209
223680411;4356543
224260464;4103713
228770405;10355816
228300440;4127369
222570584;5200482
224410509;6769469
224590505;6038350
224540506;5947155
224510507;6639522
224570508;6479383
224580508;6034143
224650500;6015972
224690500;6687199
224650501;6508094
224670501;6048916
224680506;6441129
224620507;5974173
224670508;6509503
224610509;6415450
224630509;6283709
224760500;11375667
224700501;6095342
224090532;6124527
212620471;2750384
214900488;10695474
216640405;8462877
206860776;6103529
206840772;5264932
204300765;8212083
204300763;8209246
204360760;8045424
204340760;8008517
203370722;4030663
203350722;3829959
203220720;3778615
203120712;11795232
203120711;6035986
203010718;12594375
203000718;12531309
203900709;13285960
203950705;14154997
208230698;5275957
211040293;8715292
214610608;15314597
218530613;6292425
218520614;7638206
219860672;7795987
210320738;5425921
212040773;7829377
212220774;9487681
212290775;15687886
218470890;13016894
218480890;12531957
218490890;12839714
218420891;12506408
214870990;13746973
214870991;10545797
214860992;10286393
223440093;3881082
224100055;4226573
221280193;6820102
221290193;7718017
221200194;6617896
221260194;6725530
221270194;6768140
221340192;5449930
221380192;3122481
221350193;3882913
221370193;4076043
225110110;6228658
225130114;7027052
227510225;6084938
228680205;6073564
220820343;6525471
226650318;6561868
226710334;6348826
226740338;3548296
213690943;6894012
223710363;3329189
226910565;4844023
226950565;2383151
226970565;5869951
238220092;7057369
237640068;4436052
238760126;6334364
239880179;6134797
239220181;6166596
239280183;6191289
239320189;8447277
239540184;6175570
239570184;4654599
239540185;5661440
233670291;4603788
235410251;8237091
237090275;6282197
235750079;6971069
227720887;5519003
227180886;5726495
226800864;5988203
226670867;3548296
226660867;4461119
225970644;4282323
220540640;6056467
232230115;6434942
232270113;11931088
232260110;7942850
232160111;10940169
232050119;14464634
239230031;6034153
239220031;6429590
239200031;9679502
239280030;8226465
239260030;6046141
239250030;6046141
232210116;12540605
229100995;3997069
229850985;6324125
226400917;4531527
226480915;19554745
224910927;3166921
224990925;13215783
224980925;13187625
224840925;5149158
224200924;6499071
221800807;8024781
221850802;8051482
221890801;7983937
221710809;4656456
221730807;4642320
221740804;4884785
221690808;10639137
221570805;8038528
228160794;6013300
228470787;5454323
228440787;4632615
228480786;6112672
227940733;4921462
223790763;2794667
221340754;12345355
221970721;6423911
221960720;8704373
221910720;8228269
227590689;8250771
233490314;7783667
236680317;10108037
237350336;4115504
237620366;9130511
230080415;8746178
233610477;5426081
233690477;4506142
233670478;7806831
233730471;5980541
233750475;5414216
233770475;5395122
233730478;4586547
233800472;5419783
233910472;6020190
233970475;6943711
233900477;11133044
233010480;6355054
233050480;8182321
233090480;7625869
233020481;5454069
233080481;7422894
233020482;9942017
233030482;7291886
233070482;10008877
233050483;7570075
233060484;4562325
233080484;4620286
233050487;6217425
233090487;4610601
231600509;3863778
234310570;6464117
235350511;6635174
235560512;6204215
235640510;6194834
235630511;5525138
232510608;6830601
232530608;8421885
232560608;7864287
232570608;6830601
232580608;4963520
232650630;12487734
232610631;4345047
232660639;6638183
232750630;4899999
232780630;4561633
232790637;6850113
232710638;6303392
232850634;4556596
232890635;6397138
232920632;4096931
233080672;5774722
235970688;6162981
237390625;8378257
234830784;55011707
232480829;5337493
236050800;6968044
236060800;6303369
236090808;7910229
236220879;5071619
237060807;5766626
237070807;12386293
237050809;6230282
237120800;9327754
237180801;5419783
237140808;6087209
237230804;6621171
237250807;3152357
237270808;11958062
237350801;4630361
237390803;4359897
237440897;15468458
238160846;2373333
233280913;6577428
235740934;3381723
236920974;4443215
236980975;9942197
236910976;10083441
236170980;11654971
236180989;11110417
236250980;6815317
237150935;6229206
237200931;10512156
237270932;11587791
237280935;7904557
237420939;12619852
244550014;3152357
246650330;17252356
244350374;5048001
244310374;4912044
244360371;4842632
244180373;5204294
244100370;6513035
244070378;5180697
244000371;5206439
244080370;5206439
244060370;5261616
244990364;5171681
244810367;6754943
244640365;4960414
244630365;6837024
244680364;8457009
244660364;7874850
244640364;6837024
244600364;4960414
242080317;4919803
245390461;6943711
245420460;6230282
240200382;3181148
248580224;5877263
248560224;12505452
248520222;3829772
248490224;6069183
248490220;12505452
248470220;6266978
248760212;6134254
248670212;11834546
248670211;8871736
248650210;7422894
248550218;6181495
248540215;9918548
245190506;6125634
248560213;6898272
248550211;9269817
245360508;7182035
248530211;7352733
248400219;7513386
248420218;11391767
247990286;8730758
249940126;3306253
249260128;2663391
240310128;17583887
244630010;6325492
244540018;4709065
244500018;10364577
244510016;6590264
244510011;11699908
244410019;6148752
244400019;9450801
244480018;9464253
240560445;6566812
244360018;6141597
244380017;6097219
244060014;4154721
244030013;12955510
244080011;5188682
244050011;6358628
241080081;7063120
239780982;7720723
240740450;6397932
244960601;4017631
244920604;7304880
244960604;4935545
249440718;14302592
249510710;7403121
249510712;5931349
249560712;13691310
249560713;10695645
249500715;11801471
249530715;5971308
249570716;14443705
249570717;12497622
249550719;14878059
249600712;5930151
249640712;12677728
249690712;14348358
249680713;15500879
249620718;12149500
249660718;12592754
249740780;10747251
249750780;5075410
249770780;5623493
249730781;4508815
249740781;5507561
249700782;5862107
249710782;4571812
249730782;4569391
249740782;5757289
249750782;6012547
249760782;4547420
249770782;5813295
249780782;6072735
249790782;4586993
249700784;6339283
249710785;5007594
249730785;6315349
249700786;6323496
249780786;10507603
249810780;10571109
246970808;6592439
246180814;4576016
246190814;7110280
246100817;15708733
244180906;6664826
244740499;7545541
245110467;10182141
246950421;5240815
246930422;5537448
246950422;5224529
246970422;3110382
246970423;5461194
246980423;5341075
246900425;5621172
246920425;3120835
246940426;3659188
246980426;2797834
246930427;3778615
246950427;3623940
246980427;3109800
252120088;10519672
246920428;3114400
246980428;3059350
246900429;3551417
246060430;3588132
246000431;3122481
248120431;7350692
244930591;5224897
245120501;12510941
245130505;5902606
245340507;5944483
245660501;3858519
245630505;6251277
244200170;15264220
242600188;4414096
246200694;10406862
241480745;5399341
242370791;8695626
244930729;6510493
244050730;6511862
248690719;7982598
248700710;10442387
248720712;4996203
248730712;5007809
249430715;14179257
249460716;6032221
249400718;6209929
249440719;6059583
249570710;15612198
249580711;6534831
249660711;5965239
249690711;9541389
249610715;6559763
249640715;11204957
249650717;12800744
244080820;6552357
246930807;6737158
246960808;4925863
249820860;2829324
244830934;5682044
245810961;3517245
247860917;7337429
249570931;4746477
249710976;7376441
252150087;5348301
252170087;10958578
254630005;5456244
254010015;11095154
254010016;5458233
247850812;6874887
258800170;2749271
250440229;3774514
253660233;11376181
253650234;3011288
257670210;14642006
257660212;5644372
257310250;17941693
257640210;14521875
257560218;6237864
257520217;6787052
253850238;14734055
253810235;5871599
253830234;6074395
253880233;11391467
253810233;7551577
253700235;6236075
253790230;7940770
250820475;7927126
259140486;6064072
259710624;4152018
259720624;6433760
259740624;8187432
259760624;6433760
259790624;8949435
259740625;6467014
259750625;6467014
254680334;6159287
254650334;6187063
254680333;6106367
254690332;6133975
254670331;6099826
254620331;4816747
254560339;6096243
254550339;6073446
254540339;6456763
254530339;6058879
254500339;4960801
254590338;4924676
254580338;4930175
254570338;4841026
254550338;4840117
254540338;6187063
254510338;6133975
254590337;4709654
254570337;6115382
254550337;6099826
254540337;6096243
254510337;6073446
254500337;6456555
254560336;6450992
254530336;6047221
254500336;4840117
254590335;6389359
254440337;4669120
254490333;6058879
254430333;6047221
254360336;6453098
254380335;6398548
254310332;6235643
254330331;4073014
254260338;4102042
254180336;6219264
254140335;4088163
254050332;7652908
254920327;6302135
254930324;6189102
254900324;7428485
254970323;6883441
254930323;10102988
254980322;5602925
254940322;6847568
254910322;6849756
254900322;10147511
254990321;6140026
254950320;10158975
254920320;5794557
254890326;4718416
254840326;7652908
254840325;6915798
254890324;6881080
254830324;6847568
254710328;5996594
254730327;6006631
254700327;6397678
254760326;6028332
254710326;6437151
254780325;6408197
254760325;4896449
254750325;6397678
254740325;6332163
254710325;6028332
254750318;6830335
254710318;4927923
254790317;4840117
254720317;6389359
254710317;4927923
254700317;4924676
254790316;4840117
254780316;4841026
254710316;9554712
254700316;6331747
254770315;6073446
254740315;6058879
254720315;6047221
254700315;6389359
254720313;6456555
254760312;6340167
254780310;4999843
254680318;4892444
254650317;5754418
254680314;4892444
254660314;4711188
254600314;4639487
254690313;4081005
254660313;5954741
254640313;5884895
254690311;4205861
254680311;6040263
254670311;4711188
254660311;4288810
254630311;5951427
259420768;9066070
259430768;8937776
254680310;5774532
259550769;6534777
254670310;4605576
254590319;4975995
254570318;6073881
254550315;6066617
254590314;7159977
254550314;5556248
254540314;7143129
254530314;5925066
254510314;9297165
254580313;6262000
254510313;5860173
254570312;5861133
254590310;6830335
254400317;7647220
254420316;7418488
254490315;7159977
254440315;6179039
254420314;6881080
254430312;6847568
254450311;6849756
254470310;5606681
254390316;6262000
254390315;5883774
254340315;5865223
254340314;5803439
253750303;7197626
261910051;13394142
262750078;4149176
262700079;7867978
266140071;4544845
268450006;4238624
255910380;6161073
250820401;6605909
250750471;6843473
250790472;6365198
250740473;8723934
250720476;6408778
250760478;6182758
250800471;11105450
250800474;11269135
250820514;5222571
252000528;4784538
252020528;8010426
252020529;8119058
252080529;8307204
254380607;4962131
254320609;5479027
254500606;15375818
256530616;3733962
259790623;8116839
259510769;5009657
250600834;4924676
251530875;6493634
254740864;5694599
255910832;4016646
260260006;15079778
260370035;6685665
260320036;6685665
250790555;5083450
269370064;6542613
260150363;5957008
260110366;5911548
260190368;4925863
264500287;4406081
263610230;4895859
263600230;3364325
263340224;6453431
263390223;6084279
263370223;6519524
269780198;4707849
269460181;7198404
269190177;4914607
268920151;7144540
266400156;5087880
266740119;6169820
265790145;5403192
265710145;4172406
265790144;9005738
260330364;4865284
260350364;7653694
260360364;5415139
260340368;9079508
260820368;7665832
260960363;5435218
260950368;6572871
260040371;7665832
260130377;5861508
260240378;7702592
260470374;7296876
260100384;10121808
265450341;6169343
265420342;5454273
265460342;5465046
265410347;12009814
265510340;15610859
265540342;5456660
265570347;6835648
265660340;12373923
265200362;6600953
267080307;12272428
267800486;5083450
267890488;4150210
267820489;8254100
267850489;8227261
267910480;2165256
267990480;5879350
267900483;4442125
268640459;5912450
262900521;8756486
262270549;2982519
262720581;6583181
264630534;3437883
266010531;6289402
266130530;6755514
266200534;5592669
266500535;6361731
266630535;6135755
266670536;6511365
266770530;6283464
266750535;6057722
266320546;5130600
267100547;12617360
269010577;6645953
263270681;6537450
263220689;8434538
264360666;7874850
262280729;7251114
262810753;3200415
264820749;6114340
264890750;3123407
269320759;3298460
262100859;3853164
262740859;8540750
262590878;8775450
262130894;6041851
265030830;2956850
266020808;4212010
266050809;12095446
266180809;17931028
266350803;5682519
266360804;5293399
266500802;5936421
